condition_id,shot_id,source_fraction_id,profile_position,source_tE_start_s,source_tE_end_s,reconstructed_start_s,reconstructed_end_s,clock_class,source_lineage_class,inversion_root_status,fit_support_status,mass_consistency_status,vial_transition_status,qualification_result,failure_reason,source_id,rights,target_exposure
PRED-C01,PRED-E01-R2,1,1,0,2.24975487372,0,2.24975487372,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,2,2,2.24975487372,5.36195523666,2.24975487372,5.36195523666,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,3,3,5.36195523666,8.48545997666,5.36195523666,8.48545997666,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,4,,8.48545997666,11.402259752,8.48545997666,11.402259752,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,5,4,11.402259752,14.2864833474,11.402259752,14.2864833474,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,6,,14.2864833474,17.2049443395,14.2864833474,17.2049443395,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,7,5,17.2049443395,20.1528254952,17.2049443395,20.1528254952,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,8,,20.1528254952,23.256086327,20.1528254952,23.256086327,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,9,,23.256086327,26.2397613158,23.256086327,26.2397613158,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R2,10,6,26.2397613158,29.2318588152,26.2397613158,29.2318588152,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,1,1,0,2.98746591276,0,2.98746591276,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,2,2,2.98746591276,6.06645752585,2.98746591276,6.06645752585,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,3,3,6.06645752585,9.11135505166,6.06645752585,9.11135505166,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,4,,9.11135505166,11.8796026209,9.11135505166,11.8796026209,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,5,4,11.8796026209,14.7736327757,11.8796026209,14.7736327757,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,6,,14.7736327757,17.7283162997,14.7736327757,17.7283162997,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,7,5,17.7283162997,20.5518307368,17.7283162997,20.5518307368,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,8,,20.5518307368,23.5440907904,20.5518307368,23.5440907904,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,9,,23.5440907904,26.626103773,23.5440907904,26.626103773,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C01,PRED-E01-R3,10,6,26.626103773,29.6691472065,26.626103773,29.6691472065,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,1,1,0,3.28093845827,0,3.28093845827,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,2,2,3.28093845827,6.58165448762,3.28093845827,6.58165448762,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,3,3,6.58165448762,9.65960610244,6.58165448762,9.65960610244,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,4,,9.65960610244,12.576074206,9.65960610244,12.576074206,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,5,4,12.576074206,15.5322424347,12.576074206,15.5322424347,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,6,,15.5322424347,18.5372877658,15.5322424347,18.5372877658,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,7,5,18.5372877658,21.3470797593,18.5372877658,21.3470797593,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,8,,21.3470797593,24.3636456594,21.3470797593,24.3636456594,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,9,,24.3636456594,27.3092399216,24.3636456594,27.3092399216,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R1,10,6,27.3092399216,30.2732325877,27.3092399216,30.2732325877,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,1,1,0,2.89566194402,0,2.89566194402,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,2,2,2.89566194402,6.04701965829,2.89566194402,6.04701965829,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,3,3,6.04701965829,9.07194797148,6.04701965829,9.07194797148,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,4,,9.07194797148,12.0613989122,9.07194797148,12.0613989122,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,5,4,12.0613989122,15.0261966301,12.0613989122,15.0261966301,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,6,,15.0261966301,17.8991747766,15.0261966301,17.8991747766,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,7,5,17.8991747766,20.8436866045,17.8991747766,20.8436866045,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,8,,20.8436866045,23.8343068942,20.8436866045,23.8343068942,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,9,,23.8343068942,26.8883585293,23.8343068942,26.8883585293,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R2,10,6,26.8883585293,29.9723827768,26.8883585293,29.9723827768,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
PRED-C02,PRED-E02-R3,1,1,0,3.51458419913,0,3.51458419913,DERIVED_SAME_MASS_FIT_ZERO,DERIVED_FROM_SAME_MASS_FIT,UNIQUE_POSITIVE_IN_SUPPORT,PASS,EXACT_WITHIN_1E-12_S,CUMULATIVE_MEASURED_VIAL_MASS_BOUNDARY,PASS,,P24-MAT-PRED;P24-MASS-PRED;P24-M-PREP-PRED,CC-BY-NC-3.0; source-derived numeric data are not relicensed as repository code,TARGET_EXPOSED;SOURCE_INTERNAL
